Page/group,Date of obs,Date of pub,Period of obs,Brief description,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Sad,Cares (new),Comments (No.),,Shares,"Fact checking, if possible"
We Support Narendra Modi,18th June,17th June,11:30am-7:30pm,"collage of 5 actors -SRK, Aamir Khan, Salman Khan, Saif Ali Khan, Eemran Hashmi - with red X marks on all faces. Caption ""Now we also have a moral responsibility that people who are considering Bollywood as their father's inheritance, start to buy their films ... we only make them and we only can throw them out on the road. Then they will soon realize their stature (aukaat). Karan Johar is their kingpin, first of all boycott him. Jai Hindutva, Jai Sanatan Culture"" ---comments agree, call them traitors and quite a few mention the common Muslim identity, one comment is a poster about Muslims in every profession aiming at jihad, killing and converting Hindus and that its time to boycott all Muslims. clear religious element even though the caption calls out nepotism. ",C4,S1,A2,,60,,,10,,,,21,,,
Rashtriya Swayamsevak Sangh,18th June,17th June,11:30am-7:30pm,"picture of two random Indian soldiers and tanks at the border. Caption declaring support for Indian army and Modi, and the country",C4,,,,4,,,,,,,1,,,
Rashtriya Swayamsevak Sangh,18th June,17th June,11:30am-7:30pm,"clip of Aaj Tak female anchor asking ""The question of how Chinese army entered our land while we were left sleeping is a question not for the govt, but for the army because they are the ones supposedly patrolling"". Caption criticizes the media for being duplicitous and not caring about the army. Adds ""#government_must_answer"" ",C3,,,,2,,,1,,,,2,,,
Rashtriya Swayamsevak Sangh,18th June,18th June,11:30am-7:30pm,"screenshot of tweet by Dr Udit Raj saying 'RSS chief Mohan Bhagwat had said that if needed, RSS has the ability to prepare 'army' within 3 days to fight for the country. It will take 6-7 months for the army to prepare military personnel. Now the time has come. Don't take too long. @INCIndia'. Captioned ""The day every country needs, every RSS volunteer will stand on the border. We are taught here - 'May your glory be immortal mother, let us remain four days.' An answer from us to these Congress sycophants""",C4,,,,3,,,,,,,6,,,
Rashtriya Swayamsevak Sangh,18th June,17th June,11:30am-7:30pm,"states ""Put big traders sitting in Delhi and Mumbai who order Chinese goods in jail, China will lose half the battle""",C5,,,,98,1,,,,,,17,,,
Rashtriya Swayamsevak Sangh,18th June,14th June,11:30am-7:30pm,"video of envelopes being handed via roll call to a gathering of Muslim men. - --this could be happening based on neighbourhood or mosque. The video is also sped up so there is a possibility of non Muslim names being ommitted. -- Captioned ""Cash is being distributed in Mumbai as 'relief' by calling out names. No help given to Hindus, now open your eyes.""",C3,S2,,,21,,5,12,,3,,6,,,
Rashtriya Swayamsevak Sangh,18th June,17th June,11:30am-7:30pm,picture of Karan Johar with text added saying 'The Snake of Bollywood' and 'Will never watch any of his films again who promotes Nepotism'. Comments derogatory - calling him a murderer and multiple use of homophobic slurs,C4,S1,A2,,91,,6,12,,,,24,,,
Rashtriya Swayamsevak Sangh,18th June,17th June,11:30am-7:30pm,"states ""Hit Pakistan with bombs, kill China with trade. And kill the traitors inside the country with votes, Follow this strategy together !!! 🚩 !! Jai Jai Shri Ram !!""",C5,,"A4, A2",,99,1,,,,,,7,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),18th June,18th June,11:30am-7:30pm,"states ""Call: Full boycott china. By 10 am on 23 June, 100 million people of the country will boycott all Chinese products by uninstalling Tik Tok""",C5,,A2,,7,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),18th June,18th June,11:30am-7:30pm,"video of rally for Sushant Singh Rajput, have signs of 'down with Salman Khan' and homophobic slurs against Karan Johar. Burning effigies of both. Uploaded June 16. Captioned ""From today I boycott all the Khan, Kapoor and Karan Johar films. How many people are with me ....?""",C3,S1,A2,,8,1,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),18th June,18th June,11:30am-7:30pm,"video of crossfire - can see Indian soldiers shooting at unseen target, when it hits they start cheering into the camera and shouting 'Bharat Mata ki jai"". Captioned ""Bow down to their spirit. #JaiHind #JaiBharat"" -- originally uploaded 16th June, previously seen 8th may",C3,,,,2,1,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),18th June,18th June,11:30am-7:30pm,"video of a group of men - some without clothes for some reason - all look like they do some form of fitness training. The man speaking condemns the loss of Indian life at the altercation with Chinese troops at the border, addresses Modi directly saying its time to enter and attack both Pakistan and China. Emphasizes that 'new India' needs to take a different approach from before and show it is not to be taken lightly. The men say that they themselves are ready to go take up position at the border, if Modi wills the youth to go. They refer to themselves as 'Modi ke yoddha' [Modi's warriors]. They ask for this video to be made viral and reach the govt",C3,,,,4,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),18th June,18th June,11:30am-7:30pm,"amateur music video originally posted 15 june - song with incendiary lyrics explicitly inciting violence against 'traitors of the nation', AMU students, Muslims. Includes the phrase 'shoot the traitors' several times - laid over footage of a crowd celebrating/dancing while waving many saffron flags. Caption has a Sanskrit shloka, which is explained as ""It is very important now to give freedom to the traitors sitting in the country. To give freedom to the traitors sitting in the country, it is very important to have unity in Hindu society. Because unity is the force of society, unityless society is weak. Therefore, the thinking of the nation promotes unity. A society can remain strong only when it has the moral courage to take the right decision at the right time, neither selfish people can uplift the country nor can their religion be protected.""",C3,"S1, S4",A1,,28,4,,,,,1,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),18th June,16th June,11:30am-7:30pm,"video of a dog barking at a chained tiger who then attacks &overpowers. Captioned ""Even if you are bound by the chains of reservation, then it does not mean that now dogs will rule"" -- analogy here calls SCs and STs dogs. Comments agree. Same video seen previously on SSG's profile on 8th April. At that time it was used to imply Muslim 'jihadis' are the dogs. ",C3,S1,,,43,5,9,,,,,43,,,
Vishwa Hindu Parishad,18th June,,11:30am-7:30pm,NO NEW POSTS,,,,,,,,,,,,,,,
SurySagarji GuruDev,18th June,18th June,11:30am-7:30pm,"self made (likely) poster, of his own face, signature next to a silhouette of warriors running into battle and the words ""my enemy, you are what gives me my vivacity, if I remain alive so must you. That is, don't die before the accounts are settled"". ",C4,,,,118,16,,,,,,20,,6,
SurySagarji GuruDev,18th June,17th June,11:30am-7:30pm,"short clip of a large gathering of people, chants being led include 'Jai Gurudev', he himself is then seen walking on to a platform of some kind. Video ends there. Captioned ""We were also crazy about millions, today only a few crores have cockroaches in their hearts.""",C3,,,,244,49,,,1,,10,59,,44,
(II) Acharya Shri Suryasagarji,18th June,,11:30am-7:30pm,NO NEW POSTS,,,,,,,,,,,,,,,
Acharya Shri Suryasagarji Gurudev (group) (2nd public group of SSG),18th June,18th June,11:30am-7:30pm,"video of a woman speaking to a gathering in a village, telling them Muslims are the enemy as despite being a numerical minority they are terrorizing Hindus in India, for which Hindus need to be ashamed for being passive. She appeals to them to teach their sons that 'each of them is Maharana Pratap' and they must be ready to defend their religion and the women of their religion particularly, and to collectively challenge the Muslims if they look at Hindu girls/women with the wrong gaze. Tells the mothers gathered not to worry about things like their sons going to jail. video ends with her asking ""do you all have the strength to do this?"". -- seen before on 15 june, this version was posted by 'Pushpendra Kulshreshtha fans' on 17th June. Captioned ""Start a new beginning from today, no matter what caste you belong to, every Hindu should say in unison that we are Hindus, only Hindus. Try to propagate it as much as possible, because no Muslims give their caste, they only say I am a Muslim,  so why should we divide ourselves?""",C3,"S1, S2",A1,,5,2,,,,,,,,1,
Amit Prajapati Hindu,18th June,18th June,11:30am-7:30pm,"states ""People like Karan Johar, Aamir, Shah Rukh, Salman, etc., do not allow Hindus from outside to stick to Bollywood. Should we Hindus boycott these jihadis' [terrorists'] movies? ... Yes / No ... ?""",C5,"S1, S2, S5",,,5,,,,,,,1,,,
Amit Prajapati Hindu,18th June,18th June,11:30am-7:30pm,"stating ""Whoever's phone does not have TIK TOK and PUBG ... Write #Jai Shree Ram"". Comments comply - all writing jai shri ram",C5,,A2,,204,25,,,,,,172,,,
Amit Prajapati Hindu,18th June,18th June,11:30am-7:30pm,"video by 'We Hindustan News' - man reciting poetry about how India China have no brotherhood between them and chinese products need to be boycotted because India will never forget this act of violence by Chinese troops. Captioned ""China is killing Indian soldiers with our money! #banchinaproducts. Will this matter be passed on to others? #share""",C3,,A2,,9,,,,,,,,,2,
Amit Prajapati Hindu,18th June,18th June,11:30am-7:30pm,pictures of HRD gathering and paying tribute to the martyred soldiers at the China border,C4,,,,7,,,,,,,,,1,
Amit Prajapati Hindu,18th June,16th June,11:30am-7:30pm,"stating ""Now there is a fight for self-respect. I have vowed revenge from China. Who is with me, give your number in the comment. Hindu Raksha Dal."" Comments show agreement and many of them write phone numbers in the comments -- unclear as to what these numbers will be used for",C5,,,,293,24,,,,,5,198,,12,
We Support Narendra Modi,19th June,19th June ,12pm-8pm,"link to an article by 'Falana Dikhana' describes itself as a news portal run by DU students, headline ''Life ban on Salman and Karan Johar on coming to Bihar, films also banned' - announcement of savarna sena"" [upper caste army] , captioned ""Allegations of bias in Bollywood. 'Life ban on Salman and Karan Johar on coming to Bihar, films also banned', With the announcement of the Savarna Sena, My countrymen, are you still a fan of them. https://www.facebook.com/bijlimahadev85/messages"" --- link in the caption says page unavailable",C1,,"A2, A3",,379,18,1,15,1,,3,67,,,
We Support Narendra Modi,19th June,19th June ,12pm-8pm,"video announcing that UP special Task Force personnel and their families were asked to remove 52 chinese apps. Captioned ""Boycott China's effect on UP STF members ... Remove 52 Chinese App from phone""",C3,,A2,,1,,,,,,,,,,
We Support Narendra Modi,19th June,19th June ,12pm-8pm,"picture of Gulshan Kumar, caption ""Bollywood could not be Islamized during his stay ..Devotional songs disappeared from Bollywood as soon as he died, only those who danced at the behest of Dawood became the star! For 20 years, there has been no Raksha Bandhan song on brother-sister relationship, nor has any film or song been made on God, in contrast, Hinduism is mostly mocked in movies .. Islamization of Bollywood promotes love jihad It is very fatal for the country and Hindu boys are going crazy after girls Salman Khan, Aamir Khan, Saif Ali Khan, Shahrukh Khan. # Sushant_Singh_The same people are responsible for his death.""",C4,"S1, S2",,,,,,,,,,,,,
We Support Narendra Modi,19th June,18th June,12pm-8pm,"video of interview of Karni Sena leader Sukhdev Singh Gogamedi, on China and Sushant Singh. Describes how Karni Sena was stopped by Jaipur police for gathering and performing the last rites of Chinese president - burning effigies. Mentions 60 lakh Karni sena members are ready to fight China, about 20 lakh have military level weapons training. Asks Modi and Amit Shah to just point them in the direction they're needed. Advocates boycotting Chinese companies. Says ""we will throw their stuff out on the streets"". Calls this attack a provocation of World War 3 by China. Says India should mobilize both internally (its nationalist organizations) and internationally (countries against China) and wage war. Goes on to say Sushant Singh was murdered by a network that includes 'the Bollywood gang' and Dawood Ibrahim and ISI. Says Karni Sena demands a CBI probe into his death, they will respect the govt's findings but if need be ""we know how to take the law into our hands"". Emphasizes boycotting all these 'Dawood funded Bollywood people's' movies - Khans, Karan Johar, Sanjay Leela Bansali etc",C3,,"A2, A4",,1,,,,,,,,,,
